1977,Seth Booker,3759657,Elm Street,East Palo Alto,MN,0
1978,Joe Thompson,50,Grimzly Drive,Spring Hill,ND,0
1979,Kate Kim,21,Central Road,Newton,CA,0
1980,JT Shah,85,Friends Circle,Auburn,SD,0
1981,Mark Smith,53,Madison Blvd.,Lone Cow,FL,0
1982,Seth Zim,699,Ransom Road,Spring Hill,ND,0
1983,Sue Fairchild,21,Daisy Lane,Hilltop,OH,0
1984,Bill Pero,51,Willowspree Lane,Woodside,MA,0
1985,Steve Cooper,265923,Newell Road,Newton,MN,0
1986,Harry Widom,73,Cypress Way,Meadow Sweep,CA,0
1987,Susan Clark,3749,2nd Street,Lone Cow,CA,0
1988,Amanda Larkin,2090025,Zelkova Street,Seekonk,CO,0
1989,Jeff Melwani,6908792,Trail Head Way,Lone Cow,ME,0
1990,George Wiltshire,93514,Main Street,Meadow Sweep,OR,0
1991,Pratima Cavazzoni,899,Rose Road,Lone Cow,AZ,0
1992,Flip Bowie,71,Town Hall Way,Brighton,WA,0
1993,Flip Salisbury,5531864,Miracle Drive,Hilltop,OH,0
1994,Roy Gossain,146,2nd Street,Reed,MN,0
1995,Elkova Lewis,46,Palm Drive,Placer,FL,0
1996,Antonia Harper,69,Washington Street,Lincoln,WA,0
1997,Ken Shaw,95726,Lincoln Street,East Palo Alto,MN,0
1998,Colleen Thatcher,701,2nd Street,Sleepy Town,SD,0
1999,Kate Jindrich,99,1st Street,Lone Cow,MA,0
2000,Peter Burnstein,59,Cypress Way,Tall Tree,WA,0
2001,Phillip Uckert,32,Palm Drive,Reed,SC,0
2002,Steve Powell,324858,1st Street,Hilltop,CA,0
2003,James Topper,50,Palm Drive,Woodside,WA,0
2004,Rob Lin,11326920,Ransom Road,Colfax,SC,0
2005,Tina Harper,2641879,Iris Circle,Townsville,SC,0
2006,Nami Morgan,70,Palm Drive,Lonely Swallow,MN,0
2007,Frank Angwin,81,Iris Circle,Lone Cow,SD,0
2008,Jeff Widom,51,Alma Street,Lincoln,UT,0
2009,Harry Kim,395,Fay Way,Harmon,WA,0
2010,Fred Powell,01,Friends Circle,Reed,MN,0
2011,Cathy Belare,529930,Main Street,Lincoln,MA,0
2012,Dorthy Johnson,676,Fay Way,East Palo Alto,WY,0
2013,Ken Angwin,50,Willowspree Lane,Lincoln,ND,0
2014,Devin Goldstein,247279,Down Town Street,Seekonk,NC,0
2015,Jason Lin,44,Fay Way,Beck,OR,0
2016,Roy Burnstein,89675,University Drive,Brighton,VT,0
2017,James Motwani,598,Sycamore Road,Hilltop,OR,0
2018,Carly Garica,13007950,Willowspree Lane,Meadow Sweep,AZ,0
2019,Jeff Belare,17070,Lincoln Street,Palo Alto,NJ,0
2020,John Richards,1738,Alma Street,Lincoln,MN,0
2021,Pauline Thompson,24,3rd Street,Beck,VT,2
2022,Michelle Widom,888289,Fay Way,Lincoln,WA,0
2023,Naazneen Brown,87659,Fay Way,Sleepy Town,OR,0
2024,Laura Lee,78721465,Rose Road,Sleepy Town,MA,0
2025,Nami Mathews,684,Rose Road,Brighton,CO,0
2026,Flip Icenogle,46869,Friends Circle,Placer,NJ,0
2027,Steve Wang,0802985,Ransom Road,River Bottom,NC,0
2028,Cathy Willis,96,Cypress Way,Placer,WA,0
2029,Karen Graalfs,51,Zelkova Street,Hollow Tree,WY,2
2030,Sinbad Clark,84615704,3rd Street,Newton,CO,0
2031,Alex Goldman,6101245,Madison Blvd.,Lonely Swallow,CA,0
2032,Elkova Motwani,1522654,Elm Street,Palo Alto,VT,0
2033,Roy Tyebjee,18412851,Ransom Road,Helen,ND,0
2034,Pratima Katz,83,Cypress Way,Sick Dog,UT,0
2035,Ken Salisbury,8158,Main Street,East Palo Alto,OR,0
2036,Seth Brown,560912,Alma Street,Beck,NJ,0
2037,John Richards,17954017,Newell Road,Beck,OH,0
2038,JT Roberts,8083888,Fay Way,Barrington,MN,0
2039,Joe Welch,88662,Trail Head Way,Seekonk,ME,0
2040,Sue Booker,377161,Jewel Road,Townsville,MN,0
2041,Mark Fairchild,837021,Mission Expressway,Water Front,CA,2
2042,Amanda Brown,064,Elm Street,Hilltop,MN,0
2043,Bill Syer,92,Santa Teresa Road,Townsville,CO,0
2044,John Morgan,023,3rd Street,Tall Tree,SC,0
2045,Hannah Morgan,94476,Town Hall Way,Hollow Tree,CO,0
2046,Mark Pero,6596,Fay Way,Placer,UT,0
2047,Dorthy Howard,541589,Lincoln Street,Sick Dog,OH,0
2048,Steve Motwani,2105,Friends Circle,Seekonk,CA,0
2049,Kate Morgan,753,Washington Street,Brighton,VT,0
2050,Steve Brown,34,Daisy Lane,Colfax,AZ,0
2051,Bill Major,97347394,Jane Lane,Desperado,ME,0
2052,Michelle Fairchild,54,Central Road,Seekonk,CA,0
2053,Nami Welch,02,Burning Bridges Road,Seekonk,MN,0
2054,Aubry Shah,41863315,Main Street,Colfax,MN,0
2055,Karen Morris,621672,Central Road,Desperado,SC,0
2056,Peter Widom,18658862,Friends Circle,Palo Alto,MN,0
2057,Peter Ping,19946,Rose Road,Auburn,NC,0
2058,Diane Newton,81,Fay Way,Lone Cow,NC,0
2059,Sarah Gossain,02,Down Town Street,Desperado,SD,0
2060,Jason Ho,843594,Palm Drive,Washington,NC,0
2061,Craig Hart,00,Gates Road,Tall Tree,NJ,0
2062,Seth Bush,4052,Central Road,Sick Dog,NJ,0
2063,Patricia Topper,12,Main Street,Sleepy Town,MN,0
2064,Kate Dewan,123508,Santa Teresa Road,Newton,WY,0
2065,James Goldstein,931951,Central Road,Spring Hill,CO,0
2066,Bill Melwani,95,Willowspree Lane,Woodside,NC,0
2067,Frank Lin,754761,3rd Street,Seekonk,FL,0
2068,Dorthy Garica,89,1st Street,Brighton,MA,0
2069,Pauline Major,976,Jane Lane,Placer,AZ,0
2070,James Thatcher,87,Alma Street,Auburn,MN,0
2071,Mark Jindrich,04,Zelkova Street,New York,AZ,0
2072,Rob Graalfs,19112,3rd Street,Washington,SD,0
2073,Hayden Gains,84,Elm Street,Auburn,WA,0
2074,Hayden Brown,31,Central Road,Lonely Swallow,VT,0
2075,Hannah Willis,28592387,Mission Expressway,Hollow Tree,NC,0
2076,Kristin Burnstein,465,Mission Expressway,New York,CO,0
2077,Liz Salisbury,0722038,Washington Street,Brighton,AZ,0
2078,Jeff Roberts,138,Gates Road,Lone Cow,NY,0
2079,JT Barns,29,1st Street,Townsville,NJ,0
2080,Carly Kim,73,1st Street,Sleepy Town,MN,0
2081,Elkova Douglas,5032,2nd Street,Lincoln,ME,0
2082,Elise Topper,94,Burning Bridges Road,Water Front,CA,0
2083,Flip Dewan,96,Iris Circle,Hilltop,NJ,0
2084,Jaron Katz,5945,Fay Way,Lonely Swallow,SC,3
2085,Alex Smith,8426110,Newell Road,Colfax,ND,0
2086,Bob Nakajima,89,Elm Street,New York,VT,0
2087,Patricia Wiltshire,659231,Madison Blvd.,Auburn,SC,0
2088,Aubry Baker,78,Alma Street,East Palo Alto,SC,0
2089,Karen Dewan,78,Madison Blvd.,Lone Cow,CO,0
2090,Alex Salisbury,51,Alma Street,Beck,ND,0
2091,Tina Shaw,766,Willowspree Lane,Auburn,CO,0
2092,Peter Simon,13,Willowspree Lane,Lone Cow,AZ,0
2093,Sue Cavazzoni,321604,Fay Way,Barrington,OR,0
2094,Peter Katz,12,Lincoln Street,New York,SD,0
2095,Antonia Thatcher,47248,Washington Street,Brighton,AZ,0
2096,Hannah Bowie,57,Central Road,New York,ME,0
2097,Kate Roberts,504111,Washington Street,Spring Hill,NC,0
2098,James Douglas,919768,Newell Road,Hilltop,ME,0
2099,Elise Gains,321077,Santa Teresa Road,Water Front,MN,0
2100,Carly Katz,63,Zelkova Street,Sleepy Town,CA,0
2101,Bill Reagan,77,Mission Expressway,Lonely Swallow,SC,0
2102,Flip Shaw,28809342,Madison Blvd.,Tall Tree,NY,0
2103,Dave Gains,17296435,Miracle Drive,Sleepy Town,MN,0
2104,Harry Sing,803872,Jane Lane,Lonely Swallow,WA,0
2105,Michelle Cooper,43859,Zelkova Street,Colfax,OR,0
2106,John Reagan,86,Lincoln Street,East Palo Alto,NJ,0
2107,Colleen Fairchild,46,Central Road,Placer,MA,1
2108,Devin Goldman,09,Ransom Road,Sleepy Town,CA,0
2109,Mary Hau,16,Cypress Way,Palo Alto,OR,0
2110,Mark Johnson,08,Zelkova Street,Newton,OH,0
2111,JT Barns,99581841,Grimzly Drive,Palo Alto,WA,0
2112,Antonia Richards,4853,Rose Road,Reed,WY,0
2113,Cathy Simon,9243,Cypress Way,Auburn,FL,0
2114,Mary Tyebjee,21711,Main Street,Helen,SD,0
2115,Devin Barns,75,Central Road,Water Front,OH,0
2116,Steve Belare,69,Washington Street,Water Front,VT,0
2117,Tina Mathews,45,Palm Drive,East Palo Alto,VT,0
2118,Jason Wiltshire,972,Palm Drive,Palo Alto,MA,0
2119,Bill Bowie,47,Cypress Way,Lincoln,SD,0
2120,Elise Angwin,8869,Sycamore Road,Water Front,CA,0
2121,Elise Morgan,20,Fay Way,Beck,FL,0
2122,Jeff Ho,87,Fay Way,Townsville,CO,0
2123,Susan Major,5011,Zelkova Street,Lone Cow,CO,0
2124,Steve Goldstein,889970,2nd Street,Barrington,OH,0
2125,Jeff Kim,77,Trail Head Way,Auburn,NY,0
2126,Frank Goldman,74869,University Drive,Hollow Tree,MN,0
2127,Karen Marly,57264405,Alma Street,Spring Hill,NY,0
2128,Karen Pero,27,Madison Blvd.,Sleepy Town,NC,0
2129,Jason Douglas,82,Mission Expressway,Barrington,WY,0
2130,Pratima Baker,7690316,2nd Street,Colfax,AZ,1
2131,Joe Cooper,4630684,Sycamore Road,Hilltop,OR,0
2132,Sinbad Morris,406537,Burning Bridges Road,Brighton,UT,0
2133,Jaron Lin,14,Willowspree Lane,Lincoln,SC,0
2134,Sue Topper,34,Madison Blvd.,Auburn,MA,0
2135,Liz Goldstein,25251325,Iris Circle,Sleepy Town,CO,0
2136,Frank Uckert,79,Grimzly Drive,Harmon,SD,0
2137,Jaron Welch,58404,Palm Drive,Woodside,MN,0
2138,Tina Dicks,2065,2nd Street,Hilltop,MN,0
2139,Amanda Nakajima,29,Washington Street,River Bottom,ND,0
2140,Elkova Shaw,35999596,Sycamore Road,Palo Alto,SD,0
2141,Nami Powell,20,Central Road,Helen,WA,3
2142,Kate Lewis,94,Gates Road,Sick Dog,MN,2
2143,Kristin Townson,91,Mission Expressway,Barrington,VT,0
2144,Phillip Bush,02,Main Street,Hilltop,OH,0
2145,Antonia Icenogle,5497705,University Drive,Meadow Sweep,MN,0
2146,Joe Baker,59,Town Hall Way,Townsville,NY,0
2147,Phillip Goldman,99,Cypress Way,Harmon,CA,0
2148,Pauline Nakajima,86,Cypress Way,Hollow Tree,ME,0
2149,Naazneen Douglas,58,Zelkova Street,Newton,FL,0
2150,Sarah Howard,62,Daisy Lane,Brighton,NY,0
2151,Nami Thatcher,71,Central Road,Newton,VT,0
2152,Laura Lin,19027,Newell Road,Lincoln,MN,0
2153,Nami Kurth,8208,Daisy Lane,River Bottom,UT,0
2154,John Howe,08804239,Mission Expressway,Sick Dog,CO,0
2155,Leaf Shaw,95062364,Main Street,Palo Alto,WA,1
2156,Aubry Townson,71,Burning Bridges Road,Beck,UT,0
2157,Jason Wiltshire,28148,Palm Drive,Placer,WA,0
2158,Rob Wang,47,Madison Blvd.,Desperado,MN,0
2159,Rob Larkin,3153,Central Road,Harmon,AZ,0
2160,Harry Dicks,80638,Palm Drive,Placer,NC,2
2161,Laura Simon,87,Jewel Road,Spring Hill,UT,0
2162,Dave Kurth,24810,Rose Road,Seekonk,OR,0
2163,Sue Nakajima,46,Town Hall Way,Tall Tree,NC,0
2164,Roger Wang,02,Town Hall Way,East Palo Alto,NC,0
2165,Steve Lewis,27278209,Friends Circle,Townsville,MA,0
2166,Kate Motwani,480,Alma Street,Woodside,WA,0
2167,Dave Sing,64,Sycamore Road,Brighton,OH,0
2168,Steve Shaw,48,Down Town Street,Placer,MN,0
2169,Phillip Thompson,6776,Grimzly Drive,Harmon,NJ,3
2170,Frank McHugh,347398,Madison Blvd.,Beck,NJ,0
2171,Fred Harper,01197,Lincoln Street,Townsville,WA,0
2172,John Belare,90,Town Hall Way,East Palo Alto,MN,0
2173,Susan Burnstein,65,Down Town Street,New York,ND,0
2174,Susan Gossain,11,Santa Teresa Road,Lincoln,UT,0
2175,Jaron Bush,8188,Willowspree Lane,River Bottom,OH,0
2176,Phillip Gossain,9291377,Willowspree Lane,Seekonk,NC,0
2177,Hayden Richards,56412,Jewel Road,Seekonk,NJ,0
2178,Pratima Brown,224,Main Street,Woodside,SC,0
2179,Jaron Nakajima,946578,University Drive,Hilltop,VT,0
2180,Diane Dicks,2503,Town Hall Way,Desperado,MN,0
2181,Nami Smith,10,Washington Street,Palo Alto,MA,0
2182,Vineet Hart,75,University Drive,Hollow Tree,ME,0
2183,Steve Lewis,06,Jane Lane,Beck,NJ,0
2184,Karen Barns,68980051,Washington Street,Tall Tree,OH,0
2185,Roger Barns,6853,Main Street,Lincoln,MN,0
2186,Phillip Shah,1373215,Madison Blvd.,Tall Tree,NC,0
2187,Sue Cavazzoni,08,Sycamore Road,Placer,NC,0
2188,Dorthy Howard,60730575,Madison Blvd.,Seekonk,FL,0
2189,Jason Major,03907,Fay Way,Placer,VT,0
2190,JT Jones,60204337,Fay Way,Hilltop,NC,0
2191,Jason Bowie,07,Burning Bridges Road,Sick Dog,MN,0
2192,Amanda Newton,73,Central Road,Reed,SD,0
2193,Harry Thompson,626188,Alma Street,Washington,NY,1
2194,Pratima Jones,489,Iris Circle,Lone Cow,ME,0
2195,Antonia Thompson,3355,Willowspree Lane,River Bottom,WY,0
2196,Cathy Booker,99,Daisy Lane,Sick Dog,OR,0
2197,Seth Pero,99104204,Fay Way,Colfax,MA,0
2198,Kristin Gonzales,207706,Central Road,Colfax,SC,0
2199,Alex Zim,64,3rd Street,Tall Tree,ME,0
2200,John Bowie,58,Miracle Drive,East Palo Alto,ND,0
2201,Vineet Howard,56121,Iris Circle,Newton,MN,0
2202,Roger Thatcher,99393621,Zelkova Street,East Palo Alto,CO,0
2203,Hayden Nakajima,63792517,Madison Blvd.,Seekonk,CO,0
2204,Sarah Gossain,876170,Fay Way,Sleepy Town,CA,0
2205,Jeff Goldstein,12694122,Jane Lane,Water Front,UT,0
2206,Elkova Cavazzoni,4081833,3rd Street,Harmon,ME,0
2207,Devin Gossain,35,Palm Drive,Beck,OR,0
2208,Colleen Howard,53,Santa Teresa Road,Townsville,OR,0
2209,Bill Dewan,682523,Santa Teresa Road,Tall Tree,OR,0
2210,Tina Graalfs,903222,Town Hall Way,Newton,SC,0
2211,Alex Willis,50989395,Palm Drive,Seekonk,NJ,0
2212,Kristin Larkin,43,Palm Drive,Spring Hill,OH,0
2213,Hayden Barns,45219,Elm Street,Hollow Tree,WA,0
2214,Kate Topper,18,Ransom Road,Helen,WY,0
2215,Jason Sing,07,Palm Drive,New York,NC,0
2216,Jason Uckert,73955358,Washington Street,Hollow Tree,OH,0
2217,George Barma,0118258,Zelkova Street,Barrington,SD,0
2218,Frank Clark,8407,Madison Blvd.,Brighton,CA,0
2219,Bill Dewan,09,Sycamore Road,Hilltop,OH,2
2220,Mary Gossain,501,Town Hall Way,Colfax,WA,0
2221,Rob Bush,263,Miracle Drive,Desperado,MA,0
2222,Phillip Morgan,68,Iris Circle,Hollow Tree,UT,0
2223,Kristin Widom,57129,Rose Road,Palo Alto,ND,0
2224,Jeff Booker,69,Main Street,Water Front,OR,0
2225,Fred Lewis,123899,Santa Teresa Road,Meadow Sweep,WY,0
2226,George Shaw,7944,Madison Blvd.,East Palo Alto,CA,0
2227,Ken Garica,6458,Grimzly Drive,Palo Alto,CA,0
2228,Clay Larkin,078,Cypress Way,Lone Cow,MN,0
2229,Cathy Shah,7501,Trail Head Way,Placer,MN,0
2230,Rob Willis,64065397,Washington Street,Newton,NY,0
2231,Antonia Angwin,7814143,Alma Street,Auburn,AZ,0
2232,Sarah Townson,11897,Palm Drive,Townsville,NJ,0
2233,Tina Cavazzoni,53,Daisy Lane,Harmon,VT,0
2234,Steve Shah,01566,Down Town Street,Brighton,AZ,0
2235,Jennifer Melwani,68,Gates Road,Sleepy Town,ME,0
2236,Hayden Garica,67970,Newell Road,Brighton,NC,0
2237,James Cavazzoni,81219,Gates Road,Townsville,NY,0
2238,Antonia Tyebjee,70,Gates Road,Woodside,MA,0
2239,Sarah Katz,63,Elm Street,Lincoln,CO,0
2240,Nami Roberts,306,Willowspree Lane,Spring Hill,CA,0
2241,Joe Morgan,5195,Miracle Drive,New York,WA,0
2242,Tina Dicks,254191,Newell Road,Brighton,NY,0
2243,JT Morris,82890887,Willowspree Lane,Woodside,UT,0
2244,Rob Marly,433,Friends Circle,Auburn,AZ,2
2245,Jeff Kim,58210,Miracle Drive,Hollow Tree,MN,0
2246,Roy Sing,69441928,Lincoln Street,Seekonk,SC,0
2247,Flip Mathews,56,Town Hall Way,Tall Tree,SC,0
2248,Kristin Uckert,08,Rose Road,Placer,SD,0
2249,Clay Icenogle,3437879,Elm Street,Tall Tree,WY,0
2250,Tina Uckert,132,Elm Street,Harmon,NJ,0
2251,Dave Kurth,39,University Drive,Tall Tree,FL,0
2252,Elise Reagan,95697,Willowspree Lane,Hollow Tree,NC,0
2253,Frank Bush,20032,Cypress Way,Reed,ND,0
2254,Fred Kunz,36,Town Hall Way,Reed,WY,0
2255,Roger Lin,424444,Miracle Drive,Palo Alto,MA,0
2256,Alex Howard,74066,Cypress Way,Meadow Sweep,MN,0
2257,Bob Thompson,69,Cypress Way,Water Front,MN,0
2258,JT Douglas,27,Zelkova Street,Seekonk,MN,2
2259,Carly Shaw,87070,Main Street,Lincoln,NJ,0
2260,Sarah Widom,945387,Grimzly Drive,Lincoln,MA,0
2261,Jeff Johnson,905,Zelkova Street,Palo Alto,ME,0
2262,Craig Larkin,931,Daisy Lane,Spring Hill,CA,0
2263,Phillip Larkin,0718,Lincoln Street,Lonely Swallow,AZ,0
2264,Sarah Goldman,7415543,Daisy Lane,Hollow Tree,CO,0
2265,Bill Cooper,299063,Gates Road,Lincoln,NJ,0
2266,Carly Zelesko,6326677,Newell Road,Auburn,UT,0
2267,Elise Newton,091,Down Town Street,Auburn,AZ,0
2268,Clay Wang,73,3rd Street,Helen,UT,0
2269,Dorthy Wilhelm,336,Willowspree Lane,Tall Tree,MA,0
2270,Steve Barns,0220026,Sycamore Road,Seekonk,OR,0
2271,Mike Graalfs,435,Down Town Street,Harmon,UT,0
2272,Peter Garica,3601856,Main Street,Woodside,OH,0
2273,Clay Goldman,95742967,Madison Blvd.,Barrington,ME,0
2274,Antonia Major,13377407,Main Street,Water Front,MN,0
2275,Ken Morris,32858857,Fay Way,Brighton,FL,0
2276,Jason Willis,375999,Central Road,Harmon,ME,0
2277,Susan Cooper,24,Trail Head Way,Auburn,UT,0
2278,Alex Melwani,72,University Drive,East Palo Alto,SD,0
2279,Steve Baker,03,Newell Road,Placer,NJ,0
2280,Karen Jindrich,490366,Grimzly Drive,Lincoln,WY,0
2281,Kate Smith,786,Gates Road,Washington,UT,0
2282,Jennifer Hau,6553204,Willowspree Lane,Newton,ME,0
2283,Aubry Bowie,09,Ransom Road,New York,MN,0
2284,Naazneen Gossain,3391937,2nd Street,Water Front,OR,0
2285,Elkova Simon,85907,Cypress Way,Washington,UT,0
2286,Michelle Douglas,938418,Lincoln Street,Lone Cow,ME,0
2287,Liz Wang,13330,Palm Drive,Colfax,FL,0
2288,Jennifer Dewan,13518317,Washington Street,Hilltop,SD,0
2289,Dave Douglas,2743552,Rose Road,Sleepy Town,NJ,0
2290,Cathy Willis,33,Elm Street,Woodside,OR,0
2291,Naazneen Harper,983401,Friends Circle,Auburn,VT,0
2292,Bob Clark,935,Mission Expressway,Lone Cow,OH,3
2293,Hannah Lewis,10,Willowspree Lane,Woodside,NY,0
2294,Amanda Simon,05,Ransom Road,Beck,WA,0
2295,Dave Shah,453063,Palm Drive,Sick Dog,ND,0
2296,James Goldman,765,Sycamore Road,East Palo Alto,MN,0
2297,Alex Ho,91,Central Road,Helen,MN,0
2298,Antonia Bush,254007,Main Street,East Palo Alto,SC,0
2299,Roy Gonzales,35539,Mission Expressway,Helen,WA,0
2300,Antonia Young,5956788,1st Street,Auburn,NC,0
2301,Bob Goldstein,605,Elm Street,Brighton,AZ,0
2302,Roy Wiltshire,82,2nd Street,Lonely Swallow,MA,0
2303,Hannah Johnson,51,Alma Street,East Palo Alto,ME,0
2304,Cathy Reagan,82112,Cypress Way,Placer,ME,0
2305,Liz Goldstein,95,1st Street,Lincoln,NY,0
2306,Elkova Jindrich,14,Jewel Road,Hilltop,OH,0
2307,Peter Katz,3586461,Willowspree Lane,Desperado,MA,0
2308,Pauline Nakajima,5759132,Palm Drive,Sick Dog,FL,0
2309,Dave Thompson,387,Jane Lane,Brighton,NJ,0
2310,Elkova Belare,1401,Sycamore Road,Spring Hill,WY,0
2311,Leaf Jindrich,87786610,Gates Road,Placer,MA,0
2312,Peter Shaw,78,Ransom Road,Sleepy Town,UT,0
2313,Sinbad Morgan,73,Grimzly Drive,Reed,CA,0
2314,Dave Baker,31,Jane Lane,Sleepy Town,NC,0
2315,Alex Roberts,43796950,Cypress Way,Spring Hill,NY,0
2316,Pratima Katz,9935,Ransom Road,Placer,MA,0
2317,Craig Thatcher,206,3rd Street,Tall Tree,NY,0
2318,Vineet Garica,38169,Main Street,Lone Cow,UT,0
2319,Nami Johnson,3651,Grimzly Drive,Hollow Tree,FL,0
2320,Rob Wilhelm,202,Willowspree Lane,Helen,CO,0
2321,Phillip Thompson,236,Friends Circle,Lincoln,MN,0
2322,Steve Barns,00,Jewel Road,Tall Tree,CA,0
2323,Patricia Graalfs,96,1st Street,River Bottom,WY,0
2324,Sarah Burnstein,223503,Friends Circle,Washington,ME,0
2325,Elkova Angwin,14,Jewel Road,Sleepy Town,ND,0
2326,Steve Hau,47,Alma Street,Washington,OR,0
2327,Laura Bowie,62461,Ransom Road,Barrington,NY,0
2328,Bill Wiltshire,10,Burning Bridges Road,Lonely Swallow,SD,0
2329,Seth Kim,713,Mission Expressway,Auburn,MN,0
2330,Liz Gossain,117,3rd Street,Reed,MN,0
2331,Kate Thompson,5661592,University Drive,Sleepy Town,WY,0
2332,Flip Lewis,41,Main Street,Tall Tree,VT,0
2333,Kate Pero,3678166,Grimzly Drive,Water Front,NY,0
2334,Roger Widom,8049,Gates Road,Colfax,ND,0
2335,Susan Newton,5745041,University Drive,Placer,SD,0
2336,Fred Nakajima,87414366,1st Street,Hollow Tree,NC,0
2337,Dave Newton,032,Friends Circle,Beck,ND,0
2338,Harry Johnson,327351,Central Road,Washington,SC,0
2339,Nami McHugh,56,University Drive,Woodside,OR,0
2340,Dave Townson,41,Friends Circle,New York,SC,0
2341,Dorthy Lewis,57497531,Miracle Drive,Helen,SC,0
2342,Sue Shah,14,Burning Bridges Road,Barrington,SC,0
2343,Cathy Goldman,58,Town Hall Way,Harmon,SD,0
2344,Pauline Simon,61,Sycamore Road,Townsville,MN,0
2345,Peter Goldstein,7132696,Trail Head Way,Lone Cow,NY,0
2346,Sarah Gonzales,49,Iris Circle,Helen,ND,0
2347,Fred Newton,44,Willowspree Lane,Palo Alto,WY,0
2348,Harry Welch,99,Ransom Road,River Bottom,SC,0
2349,Peter Kim,798718,Gates Road,Placer,FL,0
2350,Craig Uckert,452,Friends Circle,Lincoln,OH,0
2351,Hayden Larkin,00,Town Hall Way,Washington,OR,0
2352,Vineet Wilhelm,17,Washington Street,Hollow Tree,AZ,0
2353,Frank Katz,81,Town Hall Way,Desperado,ME,0
2354,Amanda Wiltshire,4227,Washington Street,Meadow Sweep,OR,0
2355,Dorthy Pero,89332,Friends Circle,Harmon,AZ,0
2356,Kate Zelesko,365964,Fay Way,Tall Tree,SC,0
2357,Fred Harper,27,Fay Way,Hollow Tree,ME,0
2358,Antonia Cavazzoni,9332215,Down Town Street,Newton,WA,0
2359,Roy Goldstein,28798351,2nd Street,Harmon,VT,0
2360,Antonia Roberts,54,Ransom Road,Desperado,UT,0
2361,Jeff Kunz,53,Ransom Road,Palo Alto,ME,0
2362,Harry Dewan,0187,Newell Road,Palo Alto,CA,0
2363,Craig Kurth,761580,Gates Road,Lone Cow,ND,0
2364,Mike Thompson,67,Willowspree Lane,Brighton,SD,1
2365,Jason Clark,469,Palm Drive,Barrington,WY,0
2366,Carly Kurth,53170278,Grimzly Drive,Placer,NY,0
2367,Dorthy Gossain,74,Gates Road,Sick Dog,NC,0
2368,Mike Icenogle,81319,Miracle Drive,Meadow Sweep,AZ,0
2369,Naazneen Motwani,49540,Mission Expressway,Lincoln,OR,0
2370,James Syer,439,Elm Street,Beck,SC,0
2371,JT Nakajima,1611,Main Street,Harmon,CA,0
2372,Pauline Young,150983,Gates Road,Tall Tree,CO,0
2373,Sue Clark,1098917,Washington Street,Spring Hill,NY,0
2374,Frank Uckert,94,Washington Street,Newton,NY,0
2375,JT Hart,68277408,Gates Road,Woodside,SD,0
2376,Joe Burnstein,89,Grimzly Drive,Water Front,CO,0
2377,Rob Baker,675,Trail Head Way,Spring Hill,UT,0
2378,Hannah Roberts,154271,Elm Street,Lincoln,WY,0
2379,Jennifer Shaw,0684,Jane Lane,Brighton,MN,0
2380,JT Reagan,128391,3rd Street,Auburn,VT,0
2381,Fred Gains,95,Palm Drive,Lonely Swallow,ND,0
2382,Hannah Uckert,78,Jewel Road,New York,OR,0
2383,Steve Booker,66,2nd Street,Colfax,OH,0
2384,Aubry Howe,59,Town Hall Way,Brighton,AZ,0
2385,Mike Wilhelm,373203,Fay Way,Water Front,ME,0
2386,Ken Young,1976,Main Street,Woodside,WY,0
2387,Aubry Young,13444,Miracle Drive,Lincoln,WY,0
2388,Fred Melwani,98223,Ransom Road,Helen,NC,0
2389,Pratima Wiltshire,28,Burning Bridges Road,Harmon,NC,0
2390,Sue Marly,73,Daisy Lane,River Bottom,WY,0
2391,Mary Garica,2552140,Lincoln Street,Sleepy Town,SD,0
2392,Flip Wilhelm,7729,1st Street,Sick Dog,NC,0
2393,Bob Burnstein,00,Central Road,Lonely Swallow,CA,0
2394,JT Marly,92,Gates Road,Desperado,NJ,0
2395,Liz Morgan,51,Town Hall Way,River Bottom,ND,0
2396,George Topper,33679215,Palm Drive,Lincoln,OR,0
2397,Rob Uckert,45071,Cypress Way,Tall Tree,UT,0
2398,Cathy Powell,78,Jane Lane,Hilltop,NC,0
2399,Michelle Richards,413,Mission Expressway,Spring Hill,MA,0
2400,Aubry Smith,37,Central Road,Spring Hill,MN,0
2401,Vineet Cooper,860136,Alma Street,East Palo Alto,NJ,0
2402,Kate Simon,3475,Main Street,Placer,WY,0
2403,Colleen Bowie,083534,Town Hall Way,Auburn,WY,0
2404,Kate Major,02191,2nd Street,Newton,NJ,0
2405,Nami Clark,910,Iris Circle,Woodside,SC,0
2406,Elkova Kurth,57778,University Drive,Water Front,NJ,3
2407,Hayden Melwani,017,Town Hall Way,Woodside,MN,0
2408,Clay Cavazzoni,11157377,Alma Street,Washington,VT,0
2409,Michelle Angwin,96277,Main Street,Newton,OH,0
2410,Bill Booker,665976,Friends Circle,Auburn,MA,0
2411,Kristin Widom,87,Trail Head Way,Tall Tree,AZ,0
2412,Mark Graalfs,93,3rd Street,Colfax,SD,0
2413,Bob Cooper,9486757,Iris Circle,Lone Cow,NC,0
2414,Mary Goldstein,648,Sycamore Road,Hilltop,OH,0
2415,Flip Tyebjee,77065943,Miracle Drive,Sick Dog,UT,3
2416,Aubry Uckert,03,Grimzly Drive,Hollow Tree,NY,0
2417,Bill Howe,07,Palm Drive,Desperado,FL,0
2418,Cathy Morris,87,Central Road,River Bottom,WY,0
